Chromosome,-log10(P-value),Log2 Fold Change,Gene,Ensembl ID
chr1,7.057,3.026,SELENOF,ENSG00000183291.17_9
chr19,22.004,3.025,PTBP1,ENSG00000011304.20_7
chr10,7.284,3.025,PDZD8,ENSG00000165650.12_4
chrX,5.903,3.025,SSR4,ENSG00000180879.14_4
chrX,4.741,3.024,STAG2,ENSG00000101972.18_3
chr17,3.682,3.022,CPD,ENSG00000108582.12_7
chrX,19.476,3.022,DDX3X,ENSG00000215301.10_8
chr17,3.274,3.022,TAOK1,ENSG00000160551.11_6
chr16,3.235,3.022,CREBBP,ENSG00000005339.15_8
chr1,10.117,3.02,SKI,ENSG00000157933.10_3
chr14,9.756,3.02,CCNB1IP1,ENSG00000100814.18_4
chr11,4.985,3.02,CUL5,ENSG00000166266.14_4
chr3,9.035,3.02,NDUFB4,ENSG00000065518.8_3
chr21,3.787,3.019,IFNAR1,ENSG00000142166.13_4
chr16,3.958,3.019,MAP1LC3B,ENSG00000140941.14_4
chr15,43.111,3.019,RPL4,ENSG00000174444.15_5
chr6,8.038,3.019,SEC63,ENSG00000025796.14_4
chr1,3.861,3.019,RPRD2,ENSG00000163125.15_4
chr12,10.428,3.019,CCND2,ENSG00000118971.8_5
chr14,3.199,3.018,NAA30,ENSG00000139977.14_6
chr19,27.374,3.017,PTBP1,ENSG00000011304.20_7
chr4,5.337,3.017,USO1,ENSG00000138768.14_4
chr7,4.168,3.017,NDUFA4,ENSG00000189043.10_4
chr11,3.332,3.017,FADS1,ENSG00000149485.19_5
chr6,3.282,3.016,SSR1,ENSG00000124783.14_6
chr13,16.931,3.016,PABPC3,ENSG00000151846.8_3
chr20,5.698,3.015,CSTF1,ENSG00000101138.12_4
chr16,4.225,3.015,UBFD1,ENSG00000103353.16_5
chr5,3.506,3.015,SMAD5,ENSG00000113658.18_5
chr2,4.506,3.015,CUL3,ENSG00000036257.13_5
chr7,400.0,3.015,ZC3HAV1,ENSG00000105939.13_5
chr9,4.411,3.015,GNAQ,ENSG00000156052.11_6
chr1,9.448,3.015,UQCRH,ENSG00000173660.12_3
chr17,3.06,3.015,TAOK1,ENSG00000160551.11_6
chr6,4.875,3.015,SSR1,ENSG00000124783.14_6
chr16,6.446,3.015,FUS,ENSG00000089280.18_2
chr17,15.42,3.014,P4HB,ENSG00000185624.15_4
chr3,5.379,3.014,ALCAM,ENSG00000170017.12_5
chr6,7.807,3.014,TXNDC5,ENSG00000239264.9_5
chr8,4.872,3.013,RAB2A,ENSG00000104388.15_6
chr1,6.08,3.013,SFT2D2,ENSG00000213064.10_3
chr10,4.487,3.013,ABLIM1,ENSG00000099204.20_7
chr14,5.897,3.013,CNIH1,ENSG00000100528.12_5
chr7,3.732,3.012,KDELR2,ENSG00000136240.10_5
chr16,4.168,3.012,USP31,ENSG00000103404.14_5
chr2,3.507,3.012,NCKAP1,ENSG00000061676.15_5
chr17,9.202,3.012,ALKBH5,ENSG00000091542.9_3
chr13,10.963,3.012,IRS2,ENSG00000185950.9_4
chr17,4.664,3.012,PRKAR1A,ENSG00000108946.14_5
chr21,3.789,3.012,SON,ENSG00000159140.21_7
chr19,11.928,3.012,ZNF507,ENSG00000168813.17_4
chr12,22.516,3.011,MRPL51,ENSG00000111639.8_6
chr1,6.284,3.011,RO60,ENSG00000116747.12_5
chr4,4.551,3.011,MAEA,ENSG00000090316.16_4
chr7,4.645,3.01,NPM1P12,ENSG00000215311.3_4
chr1,4.645,3.01,COP1,ENSG00000143207.21_8
chr12,10.019,3.009,SNORA53,ENSG00000212443.1
chr15,4.741,3.009,CHSY1,ENSG00000131873.7_5
chr19,6.177,3.009,ZBTB7A,ENSG00000178951.9_5
chr17,9.575,3.008,USP22,ENSG00000124422.12_6
chr2,4.84,3.008,STARD7,ENSG00000084090.13_6
chr2,6.731,3.007,SATB2,ENSG00000119042.17_4
chr6,7.473,3.006,PHIP,ENSG00000146247.14_5
chr20,5.303,3.006,RAB22A,ENSG00000124209.4_3
chr1,6.001,3.006,H2AC20,ENSG00000184260.5_3
chr1,6.284,3.006,ADGRL2,ENSG00000117114.19_7
chr13,3.958,3.006,STK24,ENSG00000102572.14_5
chr7,3.682,3.006,CPVL,ENSG00000106066.15_5
chr19,3.925,3.006,NUCB1,ENSG00000104805.16_7
chr5,3.682,3.006,ISOC1,ENSG00000066583.12_5
chr11,9.883,3.006,CUL5,ENSG00000166266.14_4
chr3,20.459,3.005,TRA2B,ENSG00000136527.18_5
chr2,8.445,3.005,SLC20A1,ENSG00000144136.11_7
chr8,29.101,3.004,PABPC1,ENSG00000070756.16_7
chr4,4.411,3.004,TMEM184C,ENSG00000164168.8_3
chr11,4.894,3.004,GANAB,ENSG00000089597.18_5
chr20,6.625,3.004,RPL37AP1,ENSG00000226243.1_2
chr15,4.875,3.004,IREB2,ENSG00000136381.13_4
chr4,4.411,3.004,PPID,ENSG00000171497.5_4
chr6,4.601,3.003,TMEM30A,ENSG00000112697.17_5
chr11,11.292,3.003,GANAB,ENSG00000089597.18_5
chr19,3.558,3.003,AP3D1,ENSG00000065000.18_7
chrX,4.774,3.003,SSR4,ENSG00000180879.14_4
chr19,8.151,3.003,ILF3,ENSG00000129351.17_5
chr12,8.612,3.003,CD63,ENSG00000135404.11_5
chr7,400.0,3.002,ZC3HAV1,ENSG00000105939.13_5
chr17,25.379,3.002,RPL23,ENSG00000125691.13_7
chr14,9.1,3.002,DICER1,ENSG00000100697.14_5
chr17,5.229,3.001,PRPF8,ENSG00000174231.17_5
chr4,3.096,3.001,UCHL1,ENSG00000154277.13_4
chr12,5.229,3.001,CCDC92,ENSG00000119242.8_6
chr19,9.223,3.001,GATAD2A,ENSG00000167491.17_5
chrX,3.44,3.001,TBL1X,ENSG00000101849.17_7
chr5,5.903,3.001,DCTN4,ENSG00000132912.12_6
chr9,3.362,3.001,SURF4,ENSG00000148248.14_4
chr10,7.165,3.001,FAM171A1,ENSG00000148468.17_4
chr1,7.077,3.001,B3GALT6,ENSG00000176022.7_7
chr8,13.352,3.0,AGPAT5,ENSG00000155189.12_5
